providerName,contactInfo,address,region,province,city,remarks,providerCode
IMMACULATE CONCEPTION  LYING IN & MULTI SPECIALTY CLINIC INC.,"Tel.#: 8-330-0805, 8-641-4939 CP: 09292707197 EMAIL: iclcinc2007@yahoo.com / mildreddelrosario07301970@gmail.com","223 DR. PILAPIL ST. SAN MIGUEL, PASIG CITY",NCR,METRO MANILA,PASIG,,11045
JDC ACCELERATED WELLNESS AND PAIN CLINIC,Tel.#: (02) 7910-0155; CP: (0926) 820-0162; (0968) 540-3928; (0995) 840-7772   EMAIL: awpcpasig.ph@gmail.com,"THE OASIS HUB B UNIT M-511, ORTIGAS AVE. EXTENSION BRGY. STA.LUCIA, PASIG CITY",NCR,METRO MANILA,PASIG,,12967
"JEISMIC MEDICAL COMPANY, INCORPORATED (A.K.A SCELTO MEDICO)",TEL.#: 502-6269;CP.#: 0917-1224291,UNIT G013 ORTIGAS TECHNOPOINT BLDG. M#1 DOÑA JULIA VARGAS AVE. UGONG PASIG CITY,NCR,METRO MANILA,PASIG,,12918
"KIDNEY FOUNDATION THE PHILIPPINES, INC.","Tel: 8-571-4174 to 75 8-571-4176, CP: 09175504637, 09175504638 EMAIL: kidneyfp@gmail.com","RIZAL MEDICAL CENTER COMPOUND, PASIG BLVD, BAGONG ILOG, PASIG",NCR,METRO MANILA,PASIG,,11364
"MED HELP CLINIC & DIAGNOSTICS, INC.",Tel. #: 9036114 ;8-546-7885 CP: 09278319065  EMAIL: medhealthcd@yahoo.com ,"UNIT S2 ARMAL CENTER BUILDING CARUCHO AVE. MALINAO, PASIG CITY",NCR,METRO MANILA,PASIG,,11476
"MEDICAL BENEFIT CLEARINGHOUSE, INC. (THE CLINIC BY MBCI)",TEL.#: (02) 8640-3581 MOBLIE: 0999-3774982,"G/F CITYSTATE CENTRE, 709 SHAW BLVD. ORANBO, PASIG CITY",NCR,METRO MANILA,PASIG,,13088
METRO DOCS CO.,Tel.#: 8-645-6486 CP: 0917-521-3176-77; 09436211582  EMAIL:  metrodocs@yahoo.com,UNITS 1-2 JACINTO PLAZA BUILDING SB A. RODRIGUEZ AVE. SANTOLAN PASIG,NCR,METRO MANILA,PASIG,,11477
MOTIONS VENTURE PHYSIO THERAPY INC. (PASIG BRANCH),MOBILE: 09958972166,"UNIT 805 GLOBAL ANTEL CORPORATE CENTER NO. 3 DONA JULIA VARGAS AVE. ORTIGAS CENTER, SAN ANTONIO PASIG CITY",NCR,METRO MANILA,PASIG,,13093
"NEW WORLD DIAGNOSTICS, INC. - MERALCO BRANCH (PREMIUM MEDICAL BY NEW WORLD DIAGNOSTIC)","TEL.#: 8-790-8820, 8-942-9849 CP #: 0925-713-8088 EMAIL: premiummedical@nwdi.com.oh; ortigas@nwdi.com.ph","33 MERALCO AVE., BRGY SAN ANTONIO, PASIG CITY",NCR,METRO MANILA,PASIG,,11753
NICATTO HEALTH DYNAMICS CORP.,Tel. #: 7-739-1991; M: 0917-5171991;EMAIL: nicatto.ortigas@gmail.com; nicatto2000@gmail.com,"1450 THE JOLLIBE CENTER BLDG., SAN MIGUEL AVE., ORTIGAS CENTER, PASIG CITY",NCR,METRO MANILA,PASIG,,11085
"PROVISION EYE CARE NETWORK, INC.",TEL.#: (02) 8-661-4608 ; 0915-4678008 EMAIL: provisioneyecarenetwork@gmail.com,"SILVER CITY, TIENDESITAS EN FRONTERA VERDE, UGONG, PASIG CITY",NCR,METRO MANILA,PASIG,,11564
RIVER VALLEY EYE CENTER AND SPECIALTY CLINICS INC.,TEL. #: 8584-6411 MOBILE: 0917-1641462,"UNIT 701 7TH FLOOR, 144 FORTUNE BLDG., PASIG BLVD. BAGONG ILOG PASIG CITY",NCR,METRO MANILA,PASIG,,13125
RSS CITI HEALTH SERVICES,Tel.#  8-628-1311; 8-642-8669 EMAIL: rsscitihealth@yahoo.com,"#21 PASIG BLVD. EXT. ROTONDA, BRGY. CANYUGAN, PASIG CITY",NCR,METRO MANILA,PASIG,,10584
SAN ANTONIO ABAD HEALTH CORPORATION,Tel: 02-8-641-3912; 7-576-3354 CP: 0917-528-9335/ 0918-963-2728 EMAIL: saahealthcare@gmail.com,"SAA BLDG. 757 C. RAYMUNDO AVE. MAYBUNGA, PASIG CITY",NCR,METRO MANILA,PASIG,,11479
ST. HANNAH MEDICAL CENTER,TEL.#: 8-710-7230 Telefax: 8- 646-5778 CP: (0922)832-4378,"CITYSQUARE BLDG., 306 AMANG RODRIGUEZ AVE., MANGGAHAN, PASIG CITY",NCR,METRO MANILA,PASIG,,11038
"SUMMIT TEAM WELLNESS CORP. (FORMERLY SPORTACO, INC-SUMMIT WELLNESS CENTER)","Tel.#: 8-667-3065, 8-661-6327 CP: 09255786648  EMAIL: summitwellness@yahoo.com","4/F WEST TOWER PHIL. STOCK EXCHANGE CENTER, EXCHANGE ROAD, ORTIGAS CENTER, PASIG CITY",NCR,METRO MANILA,PASIG,,10411
THE MEDICAL CITY-FELIZ,TEL.#:8-396-9899 8- 249-8270 FAX: 8-470-7585 Mobile: 0922-466-5721 Email: tmcfeliz@themedicalcity.com ,"UNIT 320 LEVEL 3 AYALA MALL FELIZ MARCOS HIGHWAY COR J.P. RIZAL ST. BRGY. DELA PAZ, PASIG CITY",NCR,METRO MANILA,PASIG,,12690
THE MEDICAL CITY - ESTANCIA MALL,"TEL.#:: 8-396-9899 LOC. 6353, 8-801-8697","4L-28 ESTANCIA MALL EAST WING, MERALCO AVE., CAPITOL COMMONS, BRGY. ORANBO, PASIG CITY",NCR,METRO MANILA,PASIG,,13711
THE MEDICAL CITY HEALTHUB,TEL.#: 635-6789 LOC. 5064 TELEFAX: 470-3840,"MERALCO COMPOUND, ORTIGAS AVENUE, ORTIGAS CENTER, PASIG CITY MATI RM. 701, MON-SAT 8-6PM",NCR,METRO MANILA,PASIG,,10866
THE MEDICAL CITY @ PASIG CLINIC,Tel: 8657-2230; CP#: 0925-7152815; Email: tmcpasig@medicalcity.com.ph,"UNITS 255-257 2ND FLOOR SM EAST, ORTIGAS AVENUE EXTN., STA LUCIA, PASIG CITY",NCR,METRO MANILA,PASIG,,11790
ROQUE DIAGNOSTIC CENTER,TELEFAX: 8-628-3866 EMAIL: roquediagnostic@yahoo.com,"144 M. ALMEDA ST., PATEROS",NCR,METRO MANILA,PATEROS,,11357
3 STAR MEDICAL CLINIC AND DIAGNOSTIC CENTER INC.,TEL.#:900-0861; 900-0869; CP.#: 0926-0793695; 0906-9420484,"UNIT 103-104 AND MC-4 VICTORIA STATION 1, GMA KAMUNING, QUEZON CITY",NCR,METRO MANILA,QUEZON CITY,,13022
"A.T, CASTILLO SKIN & AESTHETICS CENTER",Tel. #:8-912-7141 CP: 0927-947-2407,"#85 STANFORD ST., CUBAO, QUEZON CITY",NCR,METRO MANILA,QUEZON CITY,,11543
ACE DIAGNOSTICS CORPORATION-FAIRVIEW,TEL.#: 8-461-3901; 8-461-3905; 8-461-3906 8-461-3890 CP: 0917-562-5222; 0918-962-7616 EMAIL: acediagnosticcorp@hotmail.com; acefairview02@gmail.com,"UNITS 2-5 CPE BUILDING, DON MARIANO MARCOS AVENUE, FAIRVIEW, Q.C.",NCR,METRO MANILA,QUEZON CITY,,10016
ACE DIAGNOSTICS CORPORATION - NOVALICHES BRANCH,TEL.#: 8-983-1968; 83732099; 8-983-1966 FAX: 8-983-1967 CP: 0916-259-0648; 0998-989-9178; 0917-558-4426; 0925-740-8744 EMAIL:  acediagnosticcorp@hotmail.com; acenovaliches2014@gmail.com; acerecep2017@gmail.com,"789 QUIRINO HIGHWAY, BRGY. GULOD, NOVALICHES, QUEZON CITY",NCR,METRO MANILA,QUEZON CITY,,11382
AGILE PHYSIORECOVERY PHYSICAL THERAPY CLINIC ,MOBILE #: 0999-888-5502 | 0927-365-9123,UNIT 3C ST. MARTIN BLDG. 17 WEST POINT E. RODRIGUEZ CUBAO QUEZON CITY,NCR,METRO MANILA,QUEZON CITY,,12988
ADCURAIM CORP. (ADCURALABS),"TEL.#:(02) 8800-4257, CP:  (0917)190-3506","102 TIMES SQUARE BLDG. 57 EXAMINER ST. WEST TRIANGLE, QUEZON CITY",NCR,METRO MANILA,QUEZON CITY,,13599
AIKONTECH CORPORATION,TEL.#: (02) 8-912-0468 CP #:09430439420; 0906-0942921 Email: AHCustomerServce@aikontech.com.ph; Rimalu.Ventura@aikontech.com.ph,"LEVEL 3 GATEWAY TOWER MALL, ARANETA CENTER CUBAO, QUEZON CITY",NCR,METRO MANILA,QUEZON CITY,,12597
AMERICAN HEARING CENTER CORP- MAIN,TEL. # 8-715-8366; 8-713-2301Email: admin@amearco.com; edz.amearco@gmail.com earcare@amearco.com web: www.amearco.com,"RM. 302 3RD FLOOR, JADE BLDG. #71 AURORA BLVD., QUEZON CITY",NCR,METRO MANILA,QUEZON CITY,,11628
AMG PHYSIOTHERAPY AND MULTI-SPECIALTY CENTER AND PHARMACY ,M: 0917-1096372,"1800 E. RODRIGUEZ SR. AVENUE COR. NEW YORK ST. BRGY. IMMACULATE CONCEPTION, QUEZON CITY",NCR,METRO MANILA,QUEZON CITY,,13129
ASIA PACIFIC EYE CARE SPECIALIST,"TEL.#: 8-926-9910, 8-981-0300 loc. 3208/3219; Additional CP #: 0917-8744200/ 0918-9783411; EMAIL: Apecsmd2007@gmail.com","ROOM 3208 AND 3219, DIALYSIS CENTER & DOCTOR'S CLINIC, NKTI, EAST AVENUE, QUEZON CITY",NCR,METRO MANILA,QUEZON CITY,,11393
"ASIA RENAL CARE PHILIPPINES, INC.- E. RODRIGUEZ",Tel: 8-741-4837/2755/2627;8-741-4836 Telefax: 8-740-3872 Mobile: 0917-5927933 Email: nephrocare.erodriguez2@fmc-asia.com,"1054 E. RODRIGUEZ SEÑOR AVE., BRGY. MARIANA, QUEZON CITY",NCR,METRO MANILA,QUEZON CITY,,10626
"ASIA RENAL CARE PHILIPPINES, INC.- NORTH EDSA",Mobile:0917-592-7925  Email: Nephrocare.North.Edsa@fmc-asia.com,"1026 HPI BLDG., NORTH EDSA, QUEZON CITY",NCR,METRO MANILA,QUEZON CITY,,10417
AURORA IMAGERS CORPORATION,Tel.:  (02) 8-562-6965/66,"MRI SECTION, RADIOLOGY DEPT. 2ND FLOOR, UERM MEMORIAL MEDICAL CENTER, 64 AURORA BLVD. BRGY. DOÑA IMELDA, 1113 QUEZON CITY",NCR,METRO MANILA,QUEZON CITY,,12812
BEST DIAGNOSTIC CORPORATION-MAIN,"Tel.#: 8-920-1023, 8-927-6783, 8-920-2963; Telefax: 8-928-0861; CP: (0919)991-8903, (0917)542-8903, (0922)843-8839 EMAIL: qcbestdiagnostic@gmail.com","#94 MASIKAP EXTENSION, BRGY. CENTRAL, DILIMAN Q.C.",NCR,METRO MANILA,QUEZON CITY,,10972
"BMCI DIAGNOSTIC CLINIC (AKA: BIOMEDICS MEDICAL CLINIC, INC. )","Tel #: 7-506-7923, 7-211-2552 CP:  09171445412; 09171289359; 09369342127","UNIT 04091 LEVEL 4 WEST WING ROBINSON'S GALLERIA EDSA COR. ORTIGAS AVE. BRGY. UGONG NORTE, QUEZON CITY",NCR,METRO MANILA,QUEZON CITY,,12601
"CFAMILYCARE LAGRO, INC- LAGRO BRANCH (FORMERLY C FAMILY CARE CLINIC INC.-LAGRO)",TEL.#: 8-461-1454 CP: 0922-541-2738 EMAIL: cfamilycareclinic@yahoo.com,"G/F NEOPOLITAN COMM'L BLDG. QUIRINO HWAY, LAGRO NOVALICHES, Q.C.",NCR,METRO MANILA,QUEZON CITY,,"
10807"
CHRISTIAN MEDICAL CLINIC INC,TEL. #: 7-901-5090; 7-759-7116 CP: (0925) 898-9231 EMAIL: christianmed.inc23@yahoo.com,"22-B MADISON ST., NEW MANILA QUEZON CITY",NCR,METRO MANILA,QUEZON CITY,,12443
CLEANMED HEALTH CARE CORP.,TEL.#: 08695-3388 LOC. 304,"38 CLEANMED BLDG. N.S. AMORANTO  STREET BRGY. SALVACION, QUEZON CITY",NCR,METRO MANILA,QUEZON CITY,,13708
"CLEARBRIDGE MEDICAL PHILIPPINES, INC.",TEL.#: 8-282-5227 (RECEP.); 8-282-5208 (ADMIN) WEBSITE: www.clearbridgemedical.com.ph EMAIL: dialysis@clearbridgemedical.com.ph,"33 V. LUNA ROAD PINYAHAN, QUEZON CITY",NCR,METRO MANILA,QUEZON CITY,,12809
COREXPERT PHYSICAL THERAPY CENTER-QUEZON CITY,Tel: 7-729-0589;  M: 0939-472-2236/ 0955-883-5309 EMAIL: corexpertptqc@gmail.com,"GYY BUILDING, 123 E. RODRIGUEZ SR.  COR. TOMAS MORATO BRGY. KRISTONG HARI, QUEZON CITY",NCR,METRO MANILA,QUEZON CITY,,12700
DIAGNOSTICA DE SAN VICENTE HEALTHCARE CENTER,Tel.#: 8-724-3980 CP: 0917-828-3004 Email: diagnostica_ddsv@yahoo.com,"284 DOÑA ANITA BLDG., E. RODRIGUEZ SR. AVE., QUEZON CITY",NCR,METRO MANILA,QUEZON CITY,,11308
"DFAMILYCARE NOVALICHES, INC- NOVA BRANCH (FORMERLY FAMILY CARE NOVA CLINIC & LYING IN)",TEL.#: 8-372-8433 CP: 0963-010-9802 EMAIL: fccnovaclinic@yahoo.com.ph ,"G/F 216 GEN. LUIS ST. NOVALICHES, Q.C.",NCR,METRO MANILA,QUEZON CITY,,10824
DRMED HEALTHCARE INC.,TEL.#: 8-355-3517 CP: 0916-604-3208 ,"4TH FLOOR NORTHRIDGE PLAZA 12 CONGRESSIONAL AVE. BRGY. BAHAY TORO, QUEZON CITY",NCR,METRO MANILA,QUEZON CITY,,12557
"DRUGCHECK PHILS., INC.",CP.#: 0922-8958397,"UNIT 3 DOÑA CONSOLACION BUILDING GEN. SANTOS AVE. ARANETA CENTER CUBAO, QUEZON CITY",NCR,METRO MANILA,QUEZON CITY,,13071
ECHOCARDIOGRAPHY LABORATORY & DIAGNOSTICS INSTITUTE ASIA (ECHOLAB INC.) INC.,TEL.#  (02) 8-290-1038 CP: 0945-802-8982; 0939-140-7956; Email: info@echolab.ph,"3RD FLOOR G-05 FISHER MALL 325 QUEZON AVENUE CORNER ROOSEVELT AVENUE, QUEZON CITY",NCR,METRO MANILA,QUEZON CITY,,12842
ENHANCED MOBILITY PHYSICAL THERAPY CLINIC,"TEL.#: (02) 8-886-3859; CP: (0999) 991-3489, (0966) 855-6999","306 JOCFER BLDG. COMMONWEALTH AVENUE, HOLYSPIRIT, 1126 QUEZON CITY",NCR,METRO MANILA,QUEZON CITY,,13603
"EXACT CHECK DIAGNOSTIC CENTER, INC.",TEL.#: 8-363-9228; 8-294-8472 CP: 0917-654-1400 EMAIL: chua.jill@exactcheck.com.ph; exactcheck@gmail.com,"UNIT 5 & 15, #238 BANAWE COR. PAGATAAN AND PANALTURAN STS., BRGY. MANRESA, QUEZON CITY",NCR,METRO MANILA,QUEZON CITY,,11424
EXACT CHECK DIAGNOSTIC CENTER INC.- LIBIS,TEL.#: (02)8631-4633; 709-25081 CP: 0908-879-6388 EMAIL: exactchecklibis@gmail.com,UNIT 4 RCS BLDG. BLK. 11 LOT 49-50 E. RODRIGUEZ JR. AVE. BAGUMBAYAN 3 QUEZON CITY,NCR,METRO MANILA,QUEZON CITY,,12737
FITNESS PHYSICAL THERAPY CLINIC,TEL.# (02) 7-002-6746; CP: (0926) 185-7575,"UNIT 1, 135 MAYON BUILDING, 135 MAYON STREET, BRGY. STA. TERESITA, QUEZON CITY",NCR,METRO MANILA,QUEZON CITY,,13559
FMC RENALCARE CORP. - CUBAO BRANCH,TEL. #: 02 82933684 / 0917 593 3853,"DIAMOND ARCADE BUILDING 873 AURORA BLVD. COR. ST. MARY STREET CUBAO, QUEZON CITY",NCR,METRO MANILA,QUEZON CITY,,12950
FMC RENAL CORP.-FAIRVIEW,Tel.#: 8-709-9791 Mobile: 0917-550-6629 Email: ditchy.lim@fmc-asia.com ; nephrocare.smfairview2@fmc-asia.com,"GROUND FLR., ANNEX 2, SM FAIRVIEW, QUEZON CITY",NCR,METRO MANILA,QUEZON CITY,,11700
"FRIENDLYCARE FOUNDATION, INC.-CUBAO","Tel.#: 8-421-1678, 8-421-1660; Fax: 8-421-1679 Email: friendlycare_cubao@friendlycare.org","2/F METROLANE COMPLEX, P. TUAZON COR. 20TH AVE., CUBAO, QUEZON CITY",NCR,METRO MANILA,QUEZON CITY,,12466
"FRIENDLYCARE FOUNDATION, INC.-ROBINSONS NOVALICHES (FORMERLY: FRIENDLYCARE FOUNDATION, INC.-LAGRO)",MOBILE: 09175386565,"LEVEL 2 EXPANSION BUILDING, ROBINSONS NOVALICHES, BRGY. PASONG PUTIK, QUIRINO HIGHWAY, NOVALICHES, QUEZON CITY",NCR,METRO MANILA,QUEZON CITY,,14076
GENOVA SURGICAL CARE CO.,TEL.#: 8-442-3479 CP: 0998-995-9952 EMAIL: genovascc@gmail.com,"3RD FLOOR TF-RT 02 UNIT PARAGON PLACE COMMONWEALTH AVE., BATASAN HILLS QUEZON CITY",NCR,METRO MANILA,QUEZON CITY,,11779
"GENSENS, INC.","Tel.#: 3-410-5013, 3-412-9210 Email: gensens.marketing@gmail.com","UNIT 401-402 ELEMENTS BUILDING, 560 QUEZON AVENUE, TATALON, QUEZON CITY",NCR,METRO MANILA,QUEZON CITY,,11164
GP GENESIS DIALYSIS CLINICS & DIAGNOSTIC CENTER,Tel.# 8-441-1409/8-288-6342 CP: 0908-817-0627 ; 09175214941 EMAIL: admin@genesisdialysis.com,"118 MALAKAS ST., BRGY. CENTRAL, QUEZON CITY",NCR,METRO MANILA,QUEZON CITY,,10911
GPRIME PHYSIOTHERAPY SERVICES ,TEL. #: (02) 8-372-7982; CP: (0920) 222-6343 EMAIL: PRIMEPT.PHYSIOTHERAPY@GMAIL.COM ,"METROLANE COMPLEX, 20TH AVENUE CORNER P. TUAZON, TAGUMPAY 1109 QUEZON CITY",NCR,METRO MANILA,QUEZON CITY,,14015
"HEALTH HUB PHYSICAL THERAPY, REHABILITATIVE MED. & ORTHO. CLINIC INC.",Tel No.: 7-219-1420 Mobile: 0917-673-1688,"2ND FLR. COBIN PLACE BLDG. 639 BANAWE ST., QUEZON CITY",NCR,METRO MANILA,QUEZON CITY,,11783
"HEALTH QUEST DIAGNOSTIC LAB. & MULTISPECIALTY CLINIC, INC.",Tel.#:  8-709-3588 CP: (0926) 316-8083; (0930) 988-8349 EMAIL: hqhmoopd@gmail.com,"11 A&B TOLENTINO ST., COR. DEL MONTE AVE., BRGY. DAMAYAN, QUEZON CITY",NCR,METRO MANILA,QUEZON CITY,,11309
"HEALTHDEV INTERGRATIVE CLINICS, INC.","TEL. #: 8-426-5999, 8-426-6001 CP #: 0920-9772209 EMAIL: healthdev_clinics@yahoo.com.ph; Healthdev.Integrativeclinics@gmail.com","CENTER FOR COMMUNITY SERVICE BLDG., SOCIAL DEVELOPMENT COMPLEX, ATENEO DE MANILA UNIVERSITY LOYOLA HEIGHTS, QUEZON CITY",NCR,METRO MANILA,QUEZON CITY,,11732
HEALTHFIRST CLINIC CUBAO,Tel #: 8-282-4513 CP: 0977-8353833; EMAIL: cubaobranch@healthfirst.com.ph,"3 RD. LEVEL, THE SPARK PLACE, P. TUAZON ST. COR., 10TH AVENUE, ARANETA CENTER, CUBAO, QUEZON CITY",NCR,METRO MANILA,QUEZON CITY,,11531
HEALTHRIGHT INC.,TEL. #: 8-277-6962; 8-277-6995 MOBILE: 0916-285-2919; 0999-899-8318 EMAIL: con.mendiola@healthright.com.ph,"UNIT 1-9 2ND FLOOR, WILCON CITY CENTER, 121 VISAYAS AVE., BAHAY TORO, QUEZON CITY ",NCR,METRO MANILA,QUEZON CITY,,12701
HEALTHWAY MEDICAL CLINIC-THE BLOCK SM CITY NORTH,"Tel. #: 7-720-6107, 7-751-4929 press 2 or loc. 2019 (operator) CP: 09178078380 Email: sm@healthway.com.ph","5TH LEVEL, THE BLOCK SM CITY NORTH EDSA QUEZON CITY",NCR,METRO MANILA,QUEZON CITY,,11114
"HEART AND LUNG DIAGNOSTIC CLINIC, INC.",TEL#: 8-927-5628;8-9215899; CP: 0917-109-6892; HMO: (0917) 632-8365 ; Email: hldclaboratory@gmail.com,"112 KALAYAAN AVENUE, DILIMAN, QUEZON CITY",NCR,METRO MANILA,QUEZON CITY,,"
10514"
"HEMOTEK RENAL CENTER, INC. - QUEZON AVE. ","Tel: (02) 8-332-8859, 8-332-8858; CP: 0927-7131734",1231 QUEZON AVE. COR J. ABAD SANTOS BRGY. STA. CRUZ QUEZON CITY,NCR,METRO MANILA,QUEZON CITY,,11563
"HEMOTEK RENAL CENTER, INC.- DILIMAN BRANCH",TEL #: 8-883-6900 LOC.2022; CP: (0928) 517-7593,"DILIMAN DOCTORS HOSPITAL,251 COMMONWEALTH AVENUE, BRGY. MATANDANG BALARA, QUEZON CITY",NCR,METRO MANILA,QUEZON CITY,,12740
"HEMOTEK RENAL CENTER, INC. BRITTANY",TEL #: 8-280-1673,"G/F BRITANNY SQUARE, BELFAS ST. COR. MINDANAO AVE. BRGY. PASONG PUTIK FAIRVIEW, QUEZON CITY",NCR,METRO MANILA,QUEZON CITY,,12739
"HI-PRECISION DIAGNOSTICS-COMMONWEALTH BRANCH (SUNRISE MEDICAL LAB, INC.)",Tel. No:    8-273-0874/ 8-2850928; Mobile No: 0933-8259510/ 0917-806-2890/0917-840-8791 Email Address: hpcommonwealth@hi-precision.com.ph,"G/F CPE Multi-Resources Inc. Bldg., Lot 21, Blk. 2 , Don Mariano Marcos Ave., Fairview, Quezon City",NCR,METRO MANILA,QUEZON CITY,,11711
HI-PRECISION DIAGNOSTICS-DEL MONTE BRANCH (MAIN),TEL. NO: (02) 8-741-7777/ (02) 8-863-9999 loc 104 or 105; Telefax No: (02)  8-731-9446; Mobile No: (0998) 510-8154; (0917) 8481767/ Hotline: (0943) 135-1850; (0917) 634-8526 Email Address: delmonterecep@hi-precision.com.ph/ delmontereleasing@hi-precision.com.ph,"440-442 W. LONG BLDG., BRGY. SIENNA DEL MONTE AVE., Q.C.",NCR,METRO MANILA,QUEZON CITY,,10716
HI-PRECISION DIAGNOSTICS-EAST AVENUE,Mobile No: 0933-8193853/ 0917-5782198 ;  E-mail Address: eastave@hi-precision.com.ph,"18 East Avenue, Cor. V.Luna Diliman, Quezon City",NCR,METRO MANILA,QUEZON CITY,,10719
HI-PRECISION DIAGNOSTIC CENTER INC.-KATIPUNAN,Mobile No.:  0943-128-0187/ 0917-711-3512; E-Mail Address: hpkatipunan@hi-precision.com.ph,LOWER G/F THE ARTON STRIP KATIPUNAN AVE. COR. HIGHLAND DRIVE BLUE RIDGE A QUEZON CITY,NCR,METRO MANILA,QUEZON CITY,,12884
HI-PRECISION DIAGNOSTICS-RETIRO, Tel No: (02) 3-415-2622;  Telefax No: (02) 8-743-1730;  Mobile No: 0933-8107323 /0917-7089051/ Mobile No: +639 66 781 6400 (RT-PCR);  E-mail Address: Hpamoranto@hi-precision.com.ph,"647 N.S. AMORANTO SR. AVENUE, QUEZON CITY",NCR,METRO MANILA,QUEZON CITY,,10921
HI-PRECISION DIAGNOSTICS-NEW RETIRO BRANCH,CP: (0917) 708-9051,"722 N.S. AMORANTO ST. BRGY. STO. DOMINGO, QUEZON CITY",NCR,METRO MANILA,QUEZON CITY,,13259
HI-PRECISION DIAGNOSTIC CENTER INC. - ROBINSONS MAGNOLIA,"CP: (0917) 633-7440, (0939) 915-5120 ","UNIT 01136 UPPER GROUND, ROBINSONS MAGNOLIA, AURORA BLVD., NEW MANILA, QUEZON CITY",NCR,METRO MANILA,QUEZON CITY,,13692
"HI-PRECISION DIAGNOSTICS PLUS-VERTIS NORTH (SUNRISE MEDICAL LAB, INC. – VERTIS NORTH)",Tel. No: (02) 8-241-8957/ (02)7- 756-8606; Mobile No: SUN: 0933-869-0061/ GLOBE: 0917-707-1955; Email Address:  hpvertis@hi-precision.com.ph,"LEVEL 3, R3-L3-034 AYALA MALLS VERTIS NORTH PHASE 1 & 2 NORTH AVE., BRGY. BAGONG PAG-ASA, QUEZON CITY",NCR,METRO MANILA,QUEZON CITY,,12698
HI-PRECISION DIAGNOSTICS-V. LUNA,Mobile No: (0933) 819-3799; (0917) 656-6623; (0933) 819-3857  E-mail Address: hpvluna@hi-precision.com.ph,"G/F GARPAS TOWER 31-B V. LUNA AVE. PINYAHAN, QUEZON CITY",NCR,METRO MANILA,QUEZON CITY,,11330
"HMC, INC. (A.K.A: HEALTHWAY MEDICAL-CLOVERLEAF BRANCH) ",TEL.#: (02) 7 720-6105,"UNIT NO. 326 3RD LEVEL AYALA MALLS CLOVERLEAF, A. BONIFACIO AVE. COR. EDSA BALINGASA 1115 QUEZON CITY",NCR,METRO MANILA,QUEZON CITY,,13814
I-SCAN DIAGNOSTIC CENTER,Tel.#: 8-928-6197/8-927-2659,"86B MALAKAS ST., QUEZON CITY",NCR,METRO MANILA,QUEZON CITY,,11263
JAR MEDICAL NETWORKERS & MOBILE DIAGNOSTIC SERVICES-QUEZON CITY,Tel.#: 02-8-668-9988; 8-542-3244 M: 0917-722-1964 E: jarmednetmanila1@gmail.com,"UNIT 7 2ND FLOOR RESIDENCIALE BLDG. KALAYAAN AVE., DILIMAN CITY, QUEZON CITY",NCR,METRO MANILA,QUEZON CITY,,11764
"JDC ACCELERATED WELLNESS AND PAIN CLINIC-E.RODRIGUEZ, Q.C BRANCH","TEL.#: (02) 7-002-3314, CP: (0955) 240-1356, (0968) 442-1607 ","UNIT 105 CULMAT BLDG., E. RODRIGUEZ SR. AVE BRGY MARIANA, NEW MANILA, QUEZON CITY",NCR,METRO MANILA,QUEZON CITY,,13100
MADRID POLYCLINIC & DIAGNOSTIC CENTER INC.,TEL.#: 8-913-5364 CP: (0933) 352-7765 EMAIL: madrid_polyclinic35@yahoo.com,"#10-15TH AVE. MURPHY CUBAO, Q.C.",NCR,METRO MANILA,QUEZON CITY,,13679
MANILA HEARING AID - CUBAO,Tel: 8-911-1528; Cp#: 0927-830-9728,00036 ALIMALL I-G/F ALIMALL ARANETA CENTER CUBAO Q.C.,NCR,METRO MANILA,QUEZON CITY,,11871
MANILA HEARING AID - FAIRVIEW,Tel.#: 8-709-8327 ; 8-696-1639 loc 101 ; CP#: 0975-366-5246,"LOWER G/F SM CITY NEW ANNEX BLDG. QUIRINO HIGHWAY, NOVALICHES, QUEZON CITY",NCR,METRO MANILA,QUEZON CITY,,11876
MANILA HEARING AID - QUEZON AVE., TEL: 7-090-9382 CP: 0936-606-0649 EMAIL: qcmac@gmail.com,"14 QUEZON AVENUE, QUEZON CITY",NCR,METRO MANILA,QUEZON CITY,,11870
MANILA HEARING AID - SM NORTH,Tel. #: (02) 8-286-7487; CP: (0966) 684-3808,"5/F THE BLOCK, EDSA QUEZON CITY",NCR,METRO MANILA,QUEZON CITY,,11872
"MANILA LITHOTRIPTERS, INC.",Tel.#: (02) 7340-9260 CP: 09175740100 Email: laserstonecenter@gmail.com,2F LEMON TREE BLDG. 18 SCT. MAGBANUA PALIGSAHAN QUEZON CITY,NCR,METRO MANILA,QUEZON CITY,,10915
MAYON CLINICAL LABORATORY & MEDICAL SERVICES,Tel.#: 8-708-3520; 3-415-3804; 3-416-6512; 8-230-2370 Email: Mayon_Lab@yahoo.com,"#857 A LOT 3 MAYON ST. BRGY. N.S. AMORANTO, QUEZON CITY",NCR,METRO MANILA,QUEZON CITY,,11799
MAYON CLINICAL LABORATORY & MEDICAL SERVICES-SOUTH TRIANGLE,Tel.#: 8 283 6959; 09276460070 Email: mayonlab_18@yahoo.com,UNIT 105 G/F M PLACE @ SOUTH TRIANGLE 116 PANAY AVE. QUEZON CITY,NCR,METRO MANILA,QUEZON CITY,,12833
